,verse_title_ISH,book_title_ISH,chapter_number_ISH,verse_number_ISH,scripture_text_ISH,verse_title_BOM,book_title_BOM,chapter_number_BOM,verse_number_BOM,scripture_text_BOM,scripture_cleaned_ISH,scripture_cleaned_BOM,similarity_score,similarity_category,word_count_ISH,word_count_BOM,bible_term_in_ISH,bible_term_in_BOM,Duhms_Class,bible_term_name_ISH,bible_term_name_BOM
175,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 27:32,Mosiah,27.0,32.0,"And now it came to pass that Alma began from this time forward to teach the people, and those who were with Alma at the time the angel appeared unto them, traveling round about through all the land, publishing to all the people the things which they had heard and seen, and preaching the word of God in much tribulation, being greatly persecuted by those who were unbelievers, being smitten by many of them.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma began time forward teach people alma time angel appeared unto traveling round land publishing people things heard seen preaching word god much tribulation greatly persecuted unbelievers smitten many,0.0,Similar Theme,24,74,True,True,Proto,lord,god
176,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 29:47,Mosiah,29.0,47.0,"And thus ended the reign of the kings over the people of Nephi; and thus ended the days of Alma, who was the founder of their church.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,thus ended reign kings people nephi thus ended days alma founder church,0.0,Similar Theme,24,27,True,True,Proto,lord,church
177,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 1:2,Alma,1.0,2.0,"And it came to pass that in the first year of the reign of Alma in the judgment-seat, there was a man brought before him to be judged, a man who was large, and was noted for his much strength.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass first year reign alma judgment seat man brought judged man large noted much strength,0.0,Similar Theme,24,40,True,True,Proto,lord,year
178,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 1:10,Alma,1.0,10.0,"And the man who slew him was taken by the people of the church, and was brought before Alma, to be judged according to the crimes which he had committed.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,man slew taken people church brought alma judged according crimes committed,0.0,Similar Theme,24,30,True,True,Proto,lord,church
179,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 1:11,Alma,1.0,11.0,And it came to pass that he stood before Alma and pleaded for himself with much boldness.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass stood alma pleaded much boldness,0.0,Similar Theme,24,17,True,False,Proto,lord,
180,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 1:23,Alma,1.0,23.0,"Now this was in the second year of the reign of Alma, and it was a cause of much affliction to the church; yea, it was the cause of much trial with the church.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,second year reign alma cause much affliction church yea cause much trial church,0.0,Similar Theme,24,34,True,True,Proto,lord,year
181,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 2:21,Alma,2.0,21.0,"And Alma sent spies to follow the remnant of the Amlicites, that he might know of their plans and their plots, whereby he might guard himself against them, that he might preserve his people from being destroyed.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma sent spies follow remnant amlicites might know plans plots whereby might guard might preserve people destroyed,0.0,Similar Theme,24,37,True,False,Proto,lord,
182,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 2:30,Alma,2.0,30.0,"And it came to pass that Alma, being a man of God, being exercised with much faith, cried, saying: O Lord, have mercy and spare my life, that I may be an instrument in thy hands to save and preserve this people.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma man god exercised much faith cried saying lord mercy spare life may instrument thy hands save preserve people,0.0563436169819011,Similar Theme,24,42,True,True,Proto,lord,god
183,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 2:32,Alma,2.0,32.0,And he also contended with the king of the Lamanites; but the king of the Lamanites fled back from before Alma and sent his guards to contend with Alma.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,also contended king lamanites king lamanites fled back alma sent guards contend alma,0.0,Similar Theme,24,29,True,False,Proto,lord,
184,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 2:33,Alma,2.0,33.0,"But Alma, with his guards, contended with the guards of the king of the Lamanites until he slew and drove them back.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma guards contended guards king lamanites slew drove back,0.0,Similar Theme,24,22,True,False,Proto,lord,
185,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 5:11,Alma,5.0,11.0,"Behold, I can tell you--did not my father Alma believe in the words which were delivered by the mouth of Abinadi? And was he not a holy prophet? Did he not speak the words of God, and my father Alma believe them?",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,behold tell father alma believe words delivered mouth abinadi holy prophet speak words god father alma believe,0.06262242910851495,Similar Theme,24,42,True,True,Proto,lord,prophet
186,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 5:61,Alma,5.0,61.0,"And now I, Alma, do command you in the language of him who hath commanded me, that ye observe to do the words which I have spoken unto you.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma command language hath commanded ye observe words spoken unto,0.0,Similar Theme,24,29,True,False,Proto,lord,
187,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 8:8,Alma,8.0,8.0,And it came to pass that when Alma had come to the city of Ammonihah he began to preach the word of God unto them.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma come city ammonihah began preach word god unto,0.0,Similar Theme,24,25,True,True,Proto,lord,god
188,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 8:9,Alma,8.0,9.0,Now Satan had gotten great hold upon the hearts of the people of the city of Ammonihah; therefore they would not hearken unto the words of Alma.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,satan gotten great hold upon hearts people city ammonihah therefore would hearken unto words alma,0.06666666666666667,Similar Theme,24,27,True,True,Proto,lord,satan
189,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 8:14,Alma,8.0,14.0,"And it came to pass that while he was journeying thither, being weighed down with sorrow, wading through much tribulation and anguish of soul, because of the wickedness of the people who were in the city of Ammonihah, it came to pass while Alma was thus weighed down with sorrow, behold an angel of the Lord appeared unto him, saying:",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass journeying thither weighed sorrow wading much tribulation anguish soul wickedness people city ammonihah came pass alma thus weighed sorrow behold angel lord appeared unto saying,0.09938079899999065,Similar Theme,24,60,True,True,Proto,lord,lord
190,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 8:18,Alma,8.0,18.0,"Now it came to pass that after Alma had received his message from the angel of the Lord he returned speedily to the land of Ammonihah. And he entered the city by another way, yea, by the way which is on the south of the city of Ammonihah.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma received message angel lord returned speedily land ammonihah entered city another way yea way south city ammonihah,0.05773502691896257,Similar Theme,24,48,True,True,Proto,lord,lord
191,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 10:10,Alma,10.0,10.0,"And again, I know that the things whereof he hath testified are true; for behold I say unto you, that as the Lord liveth, even so has he sent his angel to make these things manifest unto me; and this he has done while this Alma hath dwelt at my house.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,know things whereof hath testified true behold say unto lord liveth even sent angel make things manifest unto done alma hath dwelt house,0.1076763804116331,Similar Theme,24,51,True,True,Proto,lord,lord
192,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 12:2,Alma,12.0,2.0,"Now the words that Alma spake unto Zeezrom were heard by the people round about; for the multitude was great, and he spake on this wise:",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,words alma spake unto zeezrom heard people round multitude great spake wise,0.0,Similar Theme,24,26,True,False,Proto,lord,
193,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 12:19,Alma,12.0,19.0,"Now it came to pass that when Alma had made an end of speaking these words, the people began to be more astonished;",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma made end speaking words people began astonished,0.0,Similar Theme,24,23,True,False,Proto,lord,
194,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",2 Nephi 17:14,2 Nephi,17.0,14.0,"Therefore, the Lord himself shall give you a sign--Behold, a virgin shall conceive, and shall bear a son, and shall call his name Immanuel.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,therefore lord shall give sign behold virgin shall conceive shall bear son shall call name immanuel,0.9682458365518541,Direct Quote,24,24,True,True,Proto,lord,lord
195,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 14:13,Alma,14.0,13.0,"And Alma said: Be it according to the will of the Lord. But, behold, our work is not finished; therefore they burn us not.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma said according lord behold work finished therefore burn us,0.24494897427831783,Similar Theme,24,24,True,True,Proto,lord,lord
196,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",2 Nephi 19:6,2 Nephi,19.0,6.0,"For unto us a child is born, unto us a son is given; and the government shall be upon his shoulder; and his name shall be called, Wonderful, Counselor, The Mighty God, The Everlasting Father, The Prince of Peace.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,unto us child born unto us son given government shall upon shoulder name shall called wonderful counselor mighty god everlasting father prince peace,0.2153527608232662,Similar Theme,24,39,True,True,Proto,lord,u
197,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 17:2,Alma,17.0,2.0,"Now these sons of Mosiah were with Alma at the time the angel first appeared unto him; therefore Alma did rejoice exceedingly to see his brethren; and what added more to his joy, they were still his brethren in the Lord; yea, and they had waxed strong in the knowledge of the truth; for they were men of a sound understanding and they had searched the scriptures diligently, that they might know the word of God.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,sons mosiah alma time angel first appeared unto therefore alma rejoice exceedingly see brethren added joy still brethren lord yea waxed strong knowledge truth men sound understanding searched scriptures diligently might know word god,0.08856148855400953,Similar Theme,24,76,True,True,Proto,lord,lord
198,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 17:2,Mosiah,17.0,2.0,"But there was one among them whose name was Alma, he also being a descendant of Nephi. And he was a young man, and he believed the words which Abinadi had spoken, for he knew concerning the iniquity which Abinadi had testified against them; therefore he began to plead with the king that he would not be angry with Abinadi, but suffer that he might depart in peace.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,one among whose name alma also descendant nephi young man believed words abinadi spoken knew concerning iniquity abinadi testified therefore began plead king would angry abinadi suffer might depart peace,0.09428090415820634,Similar Theme,24,68,True,False,Proto,lord,
199,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 30:55,Alma,30.0,55.0,"But Alma said unto him: If this curse should be taken from thee thou wouldst again lead away the hearts of this people; therefore, it shall be unto thee even as the Lord will.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma said unto curse taken thee thou wouldst lead away hearts people therefore shall unto thee even lord,0.18257418583505539,Similar Theme,24,34,True,True,Proto,lord,lord
200,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 17:3,Mosiah,17.0,3.0,"But the king was more wroth, and caused that Alma should be cast out from among them, and sent his servants after him that they might slay him.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,king wroth caused alma cast among sent servants might slay,0.0,Similar Theme,24,28,True,False,Proto,lord,
201,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 31:11,Alma,31.0,11.0,"Yea, in fine, they did pervert the ways of the Lord in very many instances; therefore, for this cause, Alma and his brethren went into the land to preach the word unto them.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,yea fine pervert ways lord many instances therefore cause alma brethren went land preach word unto,0.12909944487358055,Similar Theme,24,33,True,True,Proto,lord,lord
202,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 18:27,Mosiah,18.0,27.0,"And again Alma commanded that the people of the church should impart of their substance, every one according to that which he had; if he have more abundantly he should impart more abundantly; and of him that had but little, but little should be required; and to him that had not should be given.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma commanded people church impart substance every one according abundantly impart abundantly little little required given,0.0,Similar Theme,24,54,True,True,Proto,lord,church
203,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 31:19,Alma,31.0,19.0,"Now it came to pass that after Alma and his brethren and his sons had heard these prayers, they were astonished beyond all measure.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma brethren sons heard prayers astonished beyond measure,0.0,Similar Theme,24,24,True,True,Proto,lord,prayer
204,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 18:33,Mosiah,18.0,33.0,And now the king said that Alma was stirring up the people to rebellion against him; therefore he sent his army to destroy them.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,king said alma stirring people rebellion therefore sent army destroy,0.08164965809277261,Similar Theme,24,24,True,False,Proto,lord,
205,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 31:36,Alma,31.0,36.0,"Now it came to pass that when Alma had said these words, that he clapped his hands upon all them who were with him. And behold, as he clapped his hands upon them, they were filled with the Holy Spirit.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma said words clapped hands upon behold clapped hands upon filled holy spirit,0.06666666666666667,Similar Theme,24,40,True,True,Proto,lord,spirit
206,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 23:27,Mosiah,23.0,27.0,"But Alma went forth and stood among them, and exhorted them that they should not be frightened, but that they should remember the Lord their God and he would deliver them.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma went forth stood among exhorted frightened remember lord god would deliver,0.07453559924999299,Similar Theme,24,31,True,True,Proto,lord,lord
207,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 31:38,Alma,31.0,38.0,"And the Lord provided for them that they should hunger not, neither should they thirst; yea, and he also gave them strength, that they should suffer no manner of afflictions, save it were swallowed up in the joy of Christ. Now this was according to the prayer of Alma; and this because he prayed in faith.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,lord provided hunger neither thirst yea also gave strength suffer manner afflictions save swallowed joy christ according prayer alma prayed faith,0.0563436169819011,Similar Theme,24,56,True,True,Proto,lord,lord
208,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 23:36,Mosiah,23.0,36.0,"And it came to pass that the Lamanites promised unto Alma and his brethren, that if they would show them the way which led to the land of Nephi that they would grant unto them their lives and their liberty.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass lamanites promised unto alma brethren would show way led land nephi would grant unto lives liberty,0.0,Similar Theme,24,40,True,False,Proto,lord,
209,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 32:4,Alma,32.0,4.0,"Now, as Alma was teaching and speaking unto the people upon the hill Onidah, there came a great multitude unto him, who were those of whom we have been speaking, of whom were poor in heart, because of their poverty as to the things of the world.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma teaching speaking unto people upon hill onidah came great multitude unto speaking poor heart poverty things world,0.0,Similar Theme,24,47,True,False,Proto,lord,
210,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 24:8,Mosiah,24.0,8.0,"And now it came to pass that Amulon began to exercise authority over Alma and his brethren, and began to persecute him, and cause that his children should persecute their children.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass amulon began exercise authority alma brethren began persecute cause children persecute children,0.0,Similar Theme,24,31,True,False,Proto,lord,
211,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 33:12,Alma,33.0,12.0,And now Alma said unto them: Do ye believe those scriptures which have been written by them of old?,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma said unto ye believe scriptures written old,0.0,Similar Theme,24,19,True,True,Proto,lord,scripture
212,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 24:23,Mosiah,24.0,23.0,"And now the Lord said unto Alma: Haste thee and get thou and this people out of this land, for the Lamanites have awakened and do pursue thee; therefore get thee out of this land, and I will stop the Lamanites in this valley that they come no further in pursuit of this people.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,lord said unto alma haste thee get thou people land lamanites awakened pursue thee therefore get thee land stop lamanites valley come pursuit people,0.10540925533894598,Similar Theme,24,54,True,True,Proto,lord,lord
213,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 35:6,Alma,35.0,6.0,"And it came to pass that after they had found out the minds of all the people, those who were in favor of the words which had been spoken by Alma and his brethren were cast out of the land; and they were many; and they came over also into the land of Jershon.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass found minds people favor words spoken alma brethren cast land many came also land jershon,0.0,Similar Theme,24,54,True,False,Proto,lord,
214,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 25:14,Mosiah,25.0,14.0,"And now it came to pass that when Mosiah had made an end of speaking and reading to the people, he desired that Alma should also speak to the people.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass mosiah made end speaking reading people desired alma also speak people,0.0,Similar Theme,24,30,True,False,Proto,lord,
215,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 35:7,Alma,35.0,7.0,And it came to pass that Alma and his brethren did minister unto them.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma brethren minister unto,0.0,Similar Theme,24,14,True,False,Proto,lord,
216,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 25:15,Mosiah,25.0,15.0,"And Alma did speak unto them, when they were assembled together in large bodies, and he went from one body to another, preaching unto the people repentance and faith on the Lord.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma speak unto assembled together large bodies went one body another preaching unto people repentance faith lord,0.06262242910851495,Similar Theme,24,32,True,True,Proto,lord,repentance
217,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 43:1,Alma,43.0,1.0,"And now it came to pass that the sons of Alma did go forth among the people, to declare the word unto them. And Alma, also, himself, could not rest, and he also went forth.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass sons alma go forth among people declare word unto alma also could rest also went forth,0.0,Similar Theme,24,35,True,False,Proto,lord,
218,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:8,Mosiah,26.0,8.0,Now king Mosiah had given Alma the authority over the church.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,king mosiah given alma authority church,0.0,Similar Theme,24,11,True,True,Proto,lord,church
219,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 45:8,Alma,45.0,8.0,Then Alma said unto him: Blessed art thou; and the Lord shall prosper thee in this land.,therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma said unto blessed art thou lord shall prosper thee land,0.1556997888323046,Similar Theme,24,17,True,True,Proto,lord,lord
220,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:9,Mosiah,26.0,9.0,"And it came to pass that Alma did not know concerning them; but there were many witnesses against them; yea, the people stood and testified of their iniquity in abundance.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma know concerning many witnesses yea people stood testified iniquity abundance,0.0,Similar Theme,24,30,True,False,Proto,lord,
221,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 45:17,Alma,45.0,17.0,"And now, when Alma had said these words he blessed the church, yea, all those who should stand fast in the faith from that time henceforth.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,alma said words blessed church yea stand fast faith time henceforth,0.0,Similar Theme,24,26,True,True,Proto,lord,church
222,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:10,Mosiah,26.0,10.0,"Now there had not any such thing happened before in the church; therefore Alma was troubled in his spirit, and he caused that they should be brought before the king.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,thing happened church therefore alma troubled spirit caused brought king,0.08164965809277261,Similar Theme,24,30,True,True,Proto,lord,church
223,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Helaman 6:25,Helaman,6.0,25.0,"Now behold, it is these secret oaths and covenants which Alma commanded his son should not go forth unto the world, lest they should be a means of bringing down the people unto destruction.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,behold secret oaths covenants alma commanded son go forth unto world lest means bringing people unto destruction,0.1252448582170299,Similar Theme,24,34,True,True,Proto,lord,covenant
224,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:12,Mosiah,26.0,12.0,"But king Mosiah said unto Alma: Behold, I judge them not; therefore I deliver them into thy hands to be judged.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,king mosiah said unto alma behold judge therefore deliver thy hands judged,0.14907119849998599,Similar Theme,24,21,True,False,Proto,lord,
225,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Alma 7:10,Alma,7.0,10.0,"And behold, he shall be born of Mary, at Jerusalem which is the land of our forefathers, she being a virgin, a precious and chosen vessel, who shall be overshadowed and conceive by the power of the Holy Ghost, and bring forth a son, yea, even the Son of God.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,behold shall born mary jerusalem land forefathers virgin precious chosen vessel shall overshadowed conceive power holy ghost bring forth son yea even son god,0.31622776601683794,Shared Language,24,50,True,True,Proto,lord,mary
226,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:34,Mosiah,26.0,34.0,"And it came to pass that Alma went and judged those that had been taken in iniquity, according to the word of the Lord.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass alma went judged taken iniquity according word lord,0.08164965809277261,Similar Theme,24,24,True,True,Proto,lord,lord
227,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 26:38,Mosiah,26.0,38.0,"And now all these things did Alma and his fellow laborers do who were over the church, walking in all diligence, teaching the word of God in all things, suffering all manner of afflictions, being persecuted by all those who did not belong to the church of God.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,things alma fellow laborers church walking diligence teaching word god things suffering manner afflictions persecuted belong church god,0.0,Similar Theme,24,48,True,True,Proto,lord,church
228,Isaiah 7:14,Isaiah,7.0,14.0,"Therefore the Lord himself shall give you a sign; Behold, a virgin shall conceive, and bear a son, and shall call his name Immanuel.",Mosiah 27:17,Mosiah,27.0,17.0,"And now it came to pass that these were the last words which the angel spake unto Alma, and he departed.",therefore lord shall give sign behold virgin shall conceive bear son shall call name immanuel,came pass last words angel spake unto alma departed,0.0,Similar Theme,24,21,True,False,Proto,lord,
229,Isaiah 7:15,Isaiah,7.0,15.0,"Butter and honey shall he eat, that he may know to refuse the evil, and choose the good.",2 Nephi 17:15,2 Nephi,17.0,15.0,"Butter and honey shall he eat, that he may know to refuse the evil and to choose the good.",butter honey shall eat may know refuse evil choose good,butter honey shall eat may know refuse evil choose good,1.0,Direct Quote,18,19,False,False,Proto,,
